goal,count,pick count,win count,pick%,win%,median,sub 1:15,sub 1:15 rate
3 Shields & 3 Tunics,6,3,2,50.0,66.7,1:17:28,1,33.3
6 Hearts,2,1,0,50.0,0.0,1:27:05,0,0.0
All 3 Skulltulas in Ice Cavern,6,3,2,50.0,66.7,1:29:07,1,33.3
Map & Compass in Bottom of the Well,4,2,1,50.0,50.0,1:20:05,1,50.0
3 Shields,4,2,2,50.0,100.0,1:26:17,0,0.0
Spirit Temple Boss Key,4,2,0,50.0,0.0,1:22:47,0,0.0
4 Compasses,4,2,0,50.0,0.0,1:30:07,0,0.0
6 Different Unused Keys in Gerudo Training Grounds,4,2,0,50.0,0.0,1:46:00,0,0.0
4 Unused Keys in Forest Temple,4,2,1,50.0,50.0,1:26:37,0,0.0
Mirror Shield,6,3,1,50.0,33.3,1:22:05,0,0.0
9 Songs,6,3,2,50.0,66.7,1:11:11,2,66.7
Minuet of Forest,10,5,2,50.0,40.0,1:21:40,0,0.0
2 Skulltulas in Lon Lon Ranch,10,5,1,50.0,20.0,1:24:40,1,20.0
2 Boss Keys,4,2,1,50.0,50.0,1:49:18,0,0.0
Defeat Volvagia,17,8,3,47.1,37.5,1:30:36,2,25.0
Bolero of Fire,11,5,2,45.5,40.0,1:44:44,0,0.0
Open 5 Gold Rupee Chests,9,4,3,44.4,75.0,1:21:34,1,25.0
Megaton Hammer,7,3,2,42.9,66.7,1:18:54,1,33.3
Gerudo's Card,7,3,2,42.9,66.7,1:13:20,2,66.7
7 Compasses,19,8,5,42.1,62.5,1:17:47,3,37.5
3 Tunics,15,6,3,40.0,50.0,1:26:45,2,33.3
Open All 6 Gold Rupee Chests,20,8,5,40.0,62.5,1:22:21,2,25.0
Map & Compass in Fire Temple,10,4,1,40.0,25.0,1:36:20,1,25.0
Beat Dodongo's Cavern,5,2,1,40.0,50.0,1:24:00,0,0.0
Double Defense,10,4,2,40.0,50.0,1:20:50,1,25.0
7 Songs,5,2,0,40.0,0.0,1:48:57,0,0.0
Defeat both Flare Dancers,5,2,2,40.0,100.0,1:19:55,1,50.0
Map & Compass in Dodongo's Cavern,13,5,3,38.5,60.0,1:27:05,0,0.0
Open the Final Door of Water Trial,8,3,3,37.5,100.0,1:26:38,1,33.3
All 5 Skulltulas in Spirit Temple,11,4,3,36.4,75.0,1:21:56,0,0.0
Obtain all 8 Small Keys in Fire Temple,20,7,5,35.0,71.4,1:30:18,1,14.3
Epona's Song,6,2,1,33.3,50.0,1:20:41,1,50.0
4 Unused Keys in Gerudo Training Grounds,6,2,1,33.3,50.0,1:16:48,0,0.0
Bottled Fairy,6,2,1,33.3,50.0,1:20:58,0,0.0
Giant's Wallet,3,1,1,33.3,100.0,1:18:16,0,0.0
20 Different Skulltulas,6,2,1,33.3,50.0,1:23:06,0,0.0
All 5 Skulltulas in Shadow Temple,6,2,1,33.3,50.0,1:36:16,1,50.0
Defeat Big Octo,6,2,0,33.3,0.0,1:27:14,0,0.0
Bomb Bag (30),9,3,2,33.3,66.7,1:16:01,1,33.3
5 Magic Beans,9,3,2,33.3,66.7,1:22:10,1,33.3
Fairy Slingshot,9,3,1,33.3,33.3,1:16:10,1,33.3
Silver Scale,12,4,2,33.3,50.0,1:26:46,2,50.0
Blue Fire,3,1,0,33.3,0.0,1:36:02,0,0.0
Both Gerudo Valley HPs,3,1,0,33.3,0.0,1:31:45,0,0.0
3 Songs,3,1,1,33.3,100.0,1:06:43,1,100.0
Requiem of Spirit,3,1,1,33.3,100.0,1:31:35,0,0.0
Lon Lon Ranch HP,6,2,1,33.3,50.0,1:15:50,1,50.0
30 Different Skulltulas,43,14,5,32.6,35.7,1:30:56,0,0.0
All 4 Market area Skulltulas,19,6,1,31.6,16.7,1:24:57,3,50.0
All 5 Skulltulas in Fire Temple,13,4,2,30.8,50.0,1:16:04,2,50.0
All 5 Skulltulas in Forest Temple,13,4,2,30.8,50.0,1:20:05,2,50.0
Defeat 4 Different Iron Knuckles,10,3,3,30.0,100.0,1:13:41,2,66.7
All 3 Elemental Arrows,37,11,6,29.7,54.5,1:29:07,1,9.1
Exactly 20 Deku Sticks,7,2,1,28.6,50.0,1:34:05,0,0.0
3 Skulltulas in Water Temple,7,2,2,28.6,100.0,1:37:20,0,0.0
Plant 5 Magic Beans,7,2,1,28.6,50.0,1:27:24,1,50.0
Defeat Queen Gohma,7,2,1,28.6,50.0,1:19:31,1,50.0
Open the Final Door of Spirit Trial,7,2,0,28.6,0.0,1:18:37,0,0.0
9 Hearts (no duping),18,5,2,27.8,40.0,1:27:14,1,20.0
Exactly 30 Deku Sticks,15,4,3,26.7,75.0,1:14:40,2,50.0
Beat the Spirit Temple,27,7,4,25.9,57.1,1:25:13,2,28.6
Milk,4,1,1,25.0,100.0,1:43:58,0,0.0
Shadow Temple Boss Key,4,1,1,25.0,100.0,1:12:02,1,100.0
5 Unused Keys in Gerudo Training Grounds,4,1,1,25.0,100.0,1:41:29,0,0.0
Goron Tunic,8,2,2,25.0,100.0,1:17:53,1,50.0
4 Songs,8,2,2,25.0,100.0,1:17:03,1,50.0
7 Different Bottled Contents,8,2,0,25.0,0.0,1:22:14,0,0.0
Nayru's Love,8,2,2,25.0,100.0,1:26:33,0,0.0
All 4 Skulltulas in Deku Tree,4,1,1,25.0,100.0,1:12:02,1,100.0
Ice Cavern HP,4,1,1,25.0,100.0,1:12:04,1,100.0
3 Swords & 3 Shields,12,3,0,25.0,0.0,1:31:15,0,0.0
Beat the Deku Tree,4,1,1,25.0,100.0,1:30:18,0,0.0
Bullet Bag (40),4,1,1,25.0,100.0,1:26:08,0,0.0
Both Rusty Switches in Spirit Temple,13,3,1,23.1,33.3,1:27:08,0,0.0
Defeat Meg (purple Poe),18,4,3,22.2,75.0,1:19:06,0,0.0
Open 2 Boss Key Doors,9,2,1,22.2,50.0,1:38:32,1,50.0
3 Swords & 3 Boots,9,2,0,22.2,0.0,1:20:29,0,0.0
Map & Compass in Jabu-Jabu,9,2,2,22.2,100.0,1:23:18,1,50.0
Fire Medallion,9,2,1,22.2,50.0,1:37:45,0,0.0
Both Hyrule Field area Skulltulas,5,1,1,20.0,100.0,1:32:35,0,0.0
Defeat a Skull Kid,10,2,2,20.0,100.0,1:11:12,2,100.0
7 Different Unused Keys in Gerudo Training Grounds,10,2,1,20.0,50.0,1:14:14,2,100.0
Light Arrows,15,3,1,20.0,33.3,1:27:01,0,0.0
Green Gauntlets,22,4,1,18.2,25.0,1:27:52,0,0.0
Goron Bracelet,17,3,2,17.6,66.7,1:27:53,0,0.0
Open the Final Door of Shadow Trial,12,2,1,16.7,50.0,1:20:05,1,50.0
Defeat Twinrova,18,3,1,16.7,33.3,1:43:58,0,0.0
All 8 Zora's Domain area Skulltulas,12,2,1,16.7,50.0,1:16:55,1,50.0
30 Deku Nuts,6,1,1,16.7,100.0,1:09:50,1,100.0
Plant bean in Death Mountain Crater,6,1,0,16.7,0.0,1:32:42,0,0.0
Obtain all 5 Small Keys in Shadow Temple,12,2,0,16.7,0.0,1:20:21,1,50.0
Fire Arrows,6,1,0,16.7,0.0,1:24:49,0,0.0
5 Compasses,6,1,0,16.7,0.0,1:24:40,0,0.0
Bullet Bag (50),12,2,1,16.7,50.0,1:20:00,1,50.0
Both HPs in Lost Woods,19,3,2,15.8,66.7,1:22:05,0,0.0
"3 Swords, Tunics, Boots, and Shields",32,5,4,15.6,80.0,1:18:31,1,20.0
5 Maps,7,1,0,14.3,0.0,2:32:12,0,0.0
Fairy Bow,7,1,1,14.3,100.0,1:16:23,0,0.0
Open the Final Door of Forest Trial,7,1,1,14.3,100.0,1:47:00,0,0.0
Both HPs in Death Mountain Crater,14,2,0,14.3,0.0,1:58:30,0,0.0
All 4 Adult Skulltulas in Zora's Domain Area,7,1,1,14.3,100.0,1:22:10,0,0.0
7 Magic Beans,8,1,0,12.5,0.0,1:22:12,0,0.0
Longshot,8,1,1,12.5,100.0,1:26:14,0,0.0
All 4 Lost Woods area Skulltulas,8,1,0,12.5,0.0,1:19:38,0,0.0
Clear 10 Silver Rupee Rooms,16,2,1,12.5,50.0,1:13:28,1,50.0
Beat the Water Temple,9,1,1,11.1,100.0,1:18:29,0,0.0
All 4 Child Skulltulas in Zora's Domain Area,10,1,1,10.0,100.0,1:05:38,1,100.0
All 5 Skulltulas in Water Temple,12,1,1,8.3,100.0,1:11:31,1,100.0
Quiver (50),15,1,0,6.7,0.0,1:31:15,0,0.0
All 5 Lake Hylia Skulltulas,17,1,0,5.9,0.0,1:27:05,0,0.0
Blue Potion,2,0,0,0.0,0.0,nan,0,0.0
Forest Medallion,3,0,0,0.0,0.0,nan,0,0.0
Ice Arrows,1,0,0,0.0,0.0,nan,0,0.0
Iron Boots,3,0,0,0.0,0.0,nan,0,0.0
Double Magic,3,0,0,0.0,0.0,nan,0,0.0
All 5 Skulltulas in Dodongo's Cavern,1,0,0,0.0,0.0,nan,0,0.0
Bronze Gauntlets,3,0,0,0.0,0.0,nan,0,0.0
Map & Compass in Forest Temple,3,0,0,0.0,0.0,nan,0,0.0
6 Songs,2,0,0,0.0,0.0,nan,0,0.0
3 Unused Keys in Gerudo Training Grounds,2,0,0,0.0,0.0,nan,0,0.0
Defeat Nabooru-Knuckle,3,0,0,0.0,0.0,nan,0,0.0
Defeat a White Wolfos,3,0,0,0.0,0.0,nan,0,0.0
Ruto's Letter,2,0,0,0.0,0.0,nan,0,0.0
Win Bombchu Bowling Prize,6,0,0,0.0,0.0,nan,0,0.0
37th Heart Piece (Child Fortress),3,0,0,0.0,0.0,nan,0,0.0
3 Boss Keys,3,0,0,0.0,0.0,nan,0,0.0
All 3 Skulltulas in Bottom of the Well,11,0,0,0.0,0.0,nan,0,0.0
3 Shields & 3 Boots,10,0,0,0.0,0.0,nan,0,0.0
All 8 Death Mountain area Skulltulas,9,0,0,0.0,0.0,nan,0,0.0
4 Skulltulas in Shadow Temple,9,0,0,0.0,0.0,nan,0,0.0
All 4 Lon Lon Ranch area Skulltulas,9,0,0,0.0,0.0,nan,0,0.0
Farore's Wind,7,0,0,0.0,0.0,nan,0,0.0
Frog's HP,7,0,0,0.0,0.0,nan,0,0.0
Zora Tunic,6,0,0,0.0,0.0,nan,0,0.0
8 Different Unused Keys in Gerudo Training Grounds,6,0,0,0.0,0.0,nan,0,0.0
All 4 Gerudo Valley area Skulltulas,5,0,0,0.0,0.0,nan,0,0.0
All 8 Kakariko area Skulltulas,5,0,0,0.0,0.0,nan,0,0.0
Map & Compass in Deku Tree,5,0,0,0.0,0.0,nan,0,0.0
Blue Gauntlets,5,0,0,0.0,0.0,nan,0,0.0
Forest Temple Boss Key,5,0,0,0.0,0.0,nan,0,0.0
Both Gerudo's Fortress area Skulltulas,5,0,0,0.0,0.0,nan,0,0.0
Open the Final Door of Light Trial,4,0,0,0.0,0.0,nan,0,0.0
Fill all 4 Bottle Slots,4,0,0,0.0,0.0,nan,0,0.0
Open 50 Rupee chest in Wasteland,4,0,0,0.0,0.0,nan,0,0.0
Stone of Agony,4,0,0,0.0,0.0,nan,0,0.0
Cow in House,1,0,0,0.0,0.0,nan,0,0.0
